,avg_n_pos_per_prev_tenure,avg_pos_len,avg_prev_tenure_len,c_name,n_pos,n_prev_tenures,tenure_len,age,beauty,blur,emo_anger,emo_disgust,emo_fear,emo_happiness,emo_neutral,emo_sadness,emo_surprise,ethnicity,face_quality,gender,glass,head_pitch,head_roll,head_yaw,mouth_close,mouth_mask,mouth_open,mouth_other,skin_acne,skin_dark_circle,skin_health,skin_stain,smile,nationality,n_followers
46857,1,516,184,evoleas,1,1,516,26,83.029,7.813,0,0,0.174,99.826,0,0,0,Black,88.631,Male,None,1.3671631,5.4222245,-4.7571487,0.007,0,99.927,0.067,4.996,1.951,13.03,6.43,98.072,south_asian,8163
53947,1,975,1885,The National Institutes of Health,1,1,975,34,54.161,99.535,0.031,89.498,1.469,0.468,7.605,0.328,0.602,Asian,0.006,Male,Normal,1.7154216,1.2025081,-9.6768675,99.931,0,0.069,0,0.356,25.494,94.917,0.987,14.788,celtic_english,8148
62454,2,2040,1920,IBM,1,1,2040,34,52.313,1.186,0.035,0.035,0.246,1.156,41.027,0.535,56.966,White,26.141,Male,Normal,-10.61322,-1.5406678,18.065495,99.991,0,0,0.009,0.13,1.007,0.932,26.825,0.606,muslim,8123
53367,1,701,1186,Opencrom,1,1,701,47,37.075,1.083,4.409,15.17,0.337,19.848,18.68,41.22,0.337,White,88.933,Male,Normal,1.8308953,7.5690055,-6.4922185,100,0,0,0,1.282,4.383,9.333,34.985,27.547,hispanic,8066
27524,1,150,184,AUDI AG,1,1,150,42,74.588,10.08,0,0,0,13.013,86.986,0,0,White,84.3,Male,None,9.063558,1.4699548,-4.098645,100,0,0,0,0.782,3.589,33.038,6.383,73.944,european,8039
57061,1,1402,214,Johnson Matthey,1,1,1402,37,64.001,1.663,0.001,0.001,0,99.973,0.003,0,0.021,White,89.92,Male,None,6.9587436,-8.088291,3.9758508,0.006,0,99.994,0,0.761,2.474,75.744,2.863,74.422,muslim,8010
5029,1,1065,915,COMPAQ COMPUTERS (INDIA) PVT LTD,1,1,1065,44,53.101,0.391,0.007,0.219,0.007,77.781,21.098,0.007,0.881,Black,93.104,Male,Normal,-2.0128934,-1.6130484,2.7193766,0.695,0.003,1.495,97.807,97.29,54.496,0.44,98.72,43.384,south_asian,7932
55083,1,6634,911,Great Plains Software,1,1,6634,63,59.411,0.301,0.017,0.036,0.004,99.933,0.008,0.001,0.001,White,94.324,Male,Normal,3.1290576,-2.4416492,-0.2031708,0,0,100,0,46.476,7.753,3.611,65.907,94.12,celtic_english,7907
43244,1,457,549,GTE Data Services (computer people),1,1,457,48,67.852,86.299,6.416,0.996,0.039,87.405,0.067,5.038,0.039,White,0.006,Male,None,-3.7728095,-1.0958394,-49.048843,0,0,98.811,1.189,2.111,3.133,4.79,14.36,38.886,south_asian,7899
52485,1,276,1796,Microsoft,1,1,276,42,73.197,0.373,0.185,0.015,0.015,24.971,74.651,0.015,0.147,White,92.857,Male,None,-2.0617778,0.5906453,3.0475178,99.877,0,0.123,0,2.84,2.812,67.042,1.548,13.266,south_asian,7896
5492,1,5388,2374,Microsoft,1,1,5388,41,79.42,0.719,0.001,0.001,0.001,86.746,13.242,0.008,0.001,White,86.221,Male,None,10.654328,3.3355196,5.2273917,100,0,0,0,1.215,6.461,77.28,3.097,49.216,european,7891
36329,1,61,244,British Council,1,1,61,35,66.265,0.361,0,0.051,0,99.947,0,0.001,0,White,64.821,Female,None,7.117298,17.399597,-13.066414,0.585,0,99.415,0,4.058,1.257,38.807,2.998,85.287,muslim,7830
59617,1,608,485,"Corporate Imaging Concepts, LLC",1,1,608,46,79.772,0.287,0,0,0.002,99.996,0,0,0.001,White,93.155,Female,None,4.7522416,2.493328,1.645507,0,0,100,0,1.823,2.707,49.495,19.324,98.414,european,7824
43366,1,1393.8,639,Microsoft,5,1,6969,38,49.219,1.314,0,0.004,0,99.9,0.095,0,0,White,91.858,Male,None,8.974553,2.1828196,0.6983911,0,0,100,0,4.096,80.958,0.796,5,96.37,muslim,7813
29548,1,1887,1520,Deloitte,1,1,1887,45,57.117,1.205,0.019,0.001,0.19,0.012,99.594,0.001,0.184,White,60.348,Male,None,4.342506,7.8536124,-14.156792,100,0,0,0,10.953,4.777,1.858,8.233,6.311,hispanic,7781
28471,1,730,1065,KRON-TV,1,1,730,68,49.498,0.29,0,0,0.01,99.99,0,0,0,White,61.192,Male,Normal,4.750536,-9.786341,14.084992,0,0,100,0,2.303,4.067,1.828,8.228,94.961,european,7753
33481,1,365,731,Kyocera Mita,1,1,365,32,68.071,96.691,0.187,0.346,0.025,1.645,96.321,0.025,1.45,White,0.006,Male,None,1.0113572,-0.41131547,-45.055996,0.584,0,7.655,91.761,2.444,24.808,8.898,2.601,2.109,muslim,7664
54980,2,944,1583,Wasi GmbH & Co.KG,1,1,944,58,73.648,1.11,0.002,0.002,0.002,76.936,23.043,0.011,0.006,White,0.368,Male,Normal,-1.5825515,-10.186468,26.71826,100,0,0,0,48.257,15.655,2.163,42.679,9.817,european,7562
12798,1,822,274,Egyptian Army,1,1,822,46,43.015,1.049,0.257,19.405,0.005,80.206,0.005,0.119,0.005,White,91.466,Male,None,9.98386,-2.8625038,0.615295,0,0,100,0,5.446,2.191,2.312,9.506,79.894,muslim,7496
9491,1,518,2132,TNT,1,1,518,53,67.169,2.411,0.006,0.663,0.011,99.261,0.016,0.037,0.006,White,79.877,Male,None,4.5915093,-5.830959,9.695477,71.132,0,28.866,0.002,1.402,4.72,20.763,12.583,92.937,celtic_english,7384
23490,1,1005,334,Automated Outsourcing Services,1,1,1005,34,51.862,0.214,0.046,0.008,0.008,4.42,95.463,0.047,0.008,Black,76.935,Female,None,8.121906,0.283633,10.155453,24.362,0,75.573,0.064,3.401,2.141,58.522,2.999,5.783,celtic_english,7356
35136,3,700,4290,PalTip,1,1,700,52,55.314,0.681,0.001,0.004,0.085,99.608,0.001,0.001,0.3,White,85.126,Male,None,1.8918316,-8.621637,8.610326,0,0,100,0,2.834,1.428,19.251,10.839,97.777,hispanic,7336
1357,1,699,699,Quadra Advisory,1,1,699,37,45.8,49.051,0.001,0.006,0.001,99.293,0.002,0.656,0.041,White,2.908,Male,None,5.2797537,-8.00156,4.427732,0.027,0,99.939,0.034,37.868,11.969,2.802,3.519,94.622,south_asian,7322
51850,3,153,761,Microsoft,1,1,153,39,56.049,0.076,0.031,0.006,0.006,75.51,24.436,0.006,0.006,White,45.416,Male,None,-7.223453,-1.4136876,16.022768,100,0,0,0,82.023,79.243,0.841,28.857,14.736,muslim,7310
18212,1,820,1308,ELPOZO ALIMENTACIÓN,1,1,820,30,60.638,83.154,0.002,0.002,0.006,99.727,0.002,0.222,0.04,White,0.006,Male,None,2.1523223,4.9948697,-0.56635076,0.004,0,99.996,0,29.016,22.467,1.321,49.657,90.317,hispanic,7298
17179,1,396,1796,Johnson & Johnson,1,1,396,39,54.081,0.351,0,0,0,99.999,0.001,0,0,White,90.067,Male,Normal,3.7730634,-2.7868183,5.393418,0,0,100,0,18.964,4.692,1.07,2.352,97.28,east_asian,7293
1486,1,485,699,Infosys BPO,1,1,485,38,60.195,0.252,0,0,0,99.956,0,0.044,0,White,82.465,Male,Normal,17.538467,-6.3411145,1.6807635,0,0,100,0,55.761,4.09,0.887,53.807,89.648,south_asian,7220
53263,1,2526,1004,Microsoft,1,1,2526,27,58.655,83.57,0.002,0.004,0.001,99.991,0.001,0.001,0.001,White,0.006,Male,None,4.9661875,-14.629858,7.079301,56.363,0,43.595,0.042,85.286,5.441,1.887,12.007,96.715,south_asian,7198
6832,1,92,92,Lockheed Martin,1,1,92,31,77.542,0.04,0.006,0.08,0.001,99.84,0.001,0.071,0.001,Black,30.778,Female,None,4.482387,-1.133939,18.253414,0.003,0,99.997,0.001,0.387,3.953,9.181,8.741,98.399,celtic_english,7184
19162,1,2283,1246,Dell,1,1,2283,54,48.594,0.37,0,0,0,100,0,0,0,White,73.496,Male,None,6.994624,-2.1867197,11.306256,0,0,100,0,0.278,4.265,5.179,2.482,98.618,african,7159
16630,2,914,1215,Eye Lash,1,1,914,36,76.755,0.368,0.006,0.008,0.006,1.556,98.379,0.036,0.01,White,73.431,Male,Normal,-0.41288236,-1.0407007,-12.368686,99.966,0,0.034,0,1.635,3.009,92.852,1.587,7.084,muslim,7149
1425,1,3621,1064,McKinsey & Company,1,1,3621,54,58.205,1.223,0,0,0,100,0,0,0,White,91.528,Female,Normal,-0.4304206,2.2630296,-4.6745925,0,0,100,0,1.977,2.092,41.056,17.536,83.877,celtic_english,7146
48390,1,1614,850,Visio (acquired by Microsoft),1,1,1614,48,62.64,0.361,0.122,45.499,0.059,0.431,53.868,0.011,0.011,White,88.494,Male,None,11.701325,7.283333,2.967555,99.999,0,0,0.001,4.47,20.803,4.169,25.393,5.559,celtic_english,7130
16017,1,3987,1430,Denton Hall International Lawyers,1,1,3987,47,57.234,9.924,91.432,1.135,0.022,0.205,7.109,0.022,0.075,White,0.006,Male,None,3.7298758,10.428211,50.947727,99.932,0,0,0.068,2.919,14.415,2.224,19.19,29.216,celtic_english,7129
32902,1,1583,1310,Defence Research and Development Organisation,1,1,1583,25,82.028,0.331,0.036,0.656,0.16,98.658,0.036,0.419,0.036,White,90.393,Female,Normal,7.8315516,-0.57805514,3.5708039,0,0,100,0,1.738,6.33,67.439,3.403,97.825,south_asian,7091
12954,2,608,2038,IBM,1,1,608,54,58.429,0.376,0.547,0.026,0.008,0.008,93.323,0.008,6.081,White,90.5,Male,None,2.0037272,-15.727996,5.4932127,65.144,2.174,30.063,2.619,91.613,6.446,1.739,88.402,2.517,south_asian,7089
59185,1,1858,850,Department for International Development (DFID),1,1,1858,41,49.864,0.283,0.008,0.038,0.004,0.05,99.855,0.005,0.042,Asian,19.812,Male,Dark,-12.0596485,-4.304974,-18.926443,0.088,0,99.912,0,4.299,17.473,1.019,7.961,38.762,muslim,7027
42060,1,700,1064,Pfizer,1,1,700,28,66.009,0.254,0.004,0.08,0.031,0.449,97.171,0.004,2.26,Asian,78.395,Male,None,7.3657365,-1.4345577,9.924387,100,0,0,0,0.708,4.947,86.889,1.055,6.985,celtic_english,7020
37835,1,396,396,Southampton Solent University,1,1,396,53,60.122,78.129,0.002,0.093,0.002,12.392,87.505,0.004,0.002,White,0.006,Male,None,5.210759,-2.6764414,6.8361244,25.281,4.628,0.353,69.738,15.507,13.298,0.783,4.751,9.441,celtic_english,7006
62269,1,1735,944,SAS,1,1,1735,57,47.225,56.104,0.001,0.025,0.007,99.965,0.001,0.001,0.001,White,0.006,Male,Normal,3.605614,-3.7265775,-11.461224,0.086,0.002,99.913,0,0.25,1.646,5.456,2.274,89.066,muslim,7001
58550,1,365,89,Oracle,1,1,365,43,56.553,1.114,0,0,0,100,0,0,0,White,92.426,Female,None,4.4920564,-10.274693,-2.4871056,0,0,100,0,76.078,3.971,2.725,12.739,94.126,south_asian,6980
10393,1,1430,1369,IBM,1,1,1430,51,39.235,72.308,0.002,0.001,0.011,99.941,0.002,0.001,0.044,Asian,0.006,Male,None,7.7056966,9.63807,3.2207875,0,0,100,0,2.477,23.046,1.438,33.306,92.175,celtic_english,6975
11089,2,700,2860,Aharam management and computer,1,1,700,35,38.823,0.359,0,0.001,0,0.004,99.995,0,0,White,92.489,Male,Normal,4.404792,-2.6304543,2.7257423,100,0,0,0,24.239,4.875,4.599,36.789,24.959,muslim,6962
25202,1,1430,365,GE,1,1,1430,39,69.436,1.408,0.003,0.003,0.032,0.317,98.72,0.015,0.909,Black,66.032,Male,None,4.645667,2.6199336,-13.126452,99.973,0,0.027,0,92.888,5.165,0.425,1.525,7.444,south_asian,6929
16475,2,426,1765,Dairy Crest,1,1,426,46,44.063,0.323,0,0.008,0.001,99.977,0.004,0.009,0,White,85.84,Male,None,-0.14122355,-2.8115864,8.644255,0,0,100,0,3.63,4.008,2.545,4.105,72.899,european,6922
38402,1,2314,1430,Creative Memories / Glenayre Electronics  (now part of Movius) / SunTrust / PowerCore,1,1,2314,45,58.444,0.344,0.003,0,0,99.994,0,0,0.002,White,69.341,Female,Normal,5.0087004,-3.593189,12.59805,8.382,0,91.618,0,4.177,0.647,17.499,64.185,75.541,celtic_english,6877
26420,1,395,365,Emirates Foundation for Youth Development,1,1,395,40,80.331,0.369,0,0.005,0,99.994,0.001,0,0,White,65.837,Male,None,8.140962,-12.593999,12.664973,0,0,100,0,81.628,47.82,0.891,84.278,89.255,muslim,6845
11030,1,1430,2161,Wells Fargo,1,1,1430,45,73.859,0.247,0.019,0.059,0.646,62.934,31.806,4.517,0.019,White,5.533,Female,None,9.94701,7.643421,22.52925,100,0,0,0,40.493,14.959,6.411,57.524,84.213,celtic_english,6841
29475,1,166.5,1127,Ashton Computer Professionals,2,1,333,50,55.317,0.719,0,0,0,99.998,0.001,0,0,White,57.611,Male,Normal,10.998614,2.933869,13.375724,0,0,100,0,0.7,8.038,9.45,5.384,90.723,celtic_english,6818
43976,1,1520,518,I.D.C Industrial Development Corporation (PTY) Ltd,1,1,1520,45,58.986,99.493,0.08,2.284,0.394,0.58,93.406,0.057,3.199,White,0.006,Male,None,-7.0958924,4.4194045,16.952904,99.943,0,0.057,0,4.916,4.652,2.174,23.416,6.181,celtic_english,6810
3640,1,487,730,Microsoft,2,1,974,65,40.891,0.038,0.085,1.801,41.537,2.252,54.155,0.085,0.085,White,66.595,Male,Normal,-12.066895,5.949196,11.462868,1.79,11.845,69.423,16.943,3.851,8.344,0.771,7.335,14.201,celtic_english,6803
56300,1,668,550,Graeme V Jones & Associates,1,1,668,43,58.816,0.342,1.739,0.09,0.09,47.575,38.249,10.611,1.645,Asian,81.988,Female,None,14.541896,-4.49778,-5.2080283,99.998,0,0,0.001,41.874,4.047,31.395,10.039,75.804,south_asian,6754
42306,1,336,3012,King County Library System,1,1,336,38,50.732,0.076,0.014,0.002,0.023,84.652,0.002,15.294,0.013,White,90.512,Male,Normal,11.079887,-3.7398553,-1.4370093,0,0,100,0,1.201,2.858,9.151,18.295,97.313,hispanic,6746
30243,1,336,973,Govt. of Kerala,1,1,336,34,54.22,1.367,0.015,1.24,0.613,0.003,98.121,0.005,0.003,Asian,0.006,Male,Normal,-2.7150934,13.255962,-49.81347,0.117,0,99.867,0.016,14.71,30.271,0.593,16.15,8.545,south_asian,6745
55850,1,882.6,2526,Microsoft,5,1,4413,28,60.678,99.103,0.018,20.172,0.018,38.281,41.321,0.172,0.018,White,0.006,Male,None,0.76020604,0.70451266,23.44311,0.629,0.477,98.297,0.597,3.885,12.589,2.164,5.996,5.562,south_asian,6730
61914,1,395,456,Microsoft,1,1,395,40,72.099,2.371,0,0,0,99.998,0.002,0,0,White,61.66,Male,None,4.771505,-0.1402399,13.727145,0.206,0.769,97.69,1.335,8.437,69.009,14.863,4.878,97.189,muslim,6721
61067,1,638,761,CHUNGDAHM Learning,1,1,638,33,60.116,0.812,0,0.003,0,99.993,0,0.001,0.003,Asian,91.679,Female,None,5.285429,-1.5201274,3.1967394,0.153,0,99.847,0,9.598,16.384,25.593,4.029,99.209,european,6680
15786,1,1177.3333,547,Intel Corporation,3,1,3532,45,52.889,0.292,0.051,0.027,0.281,34.792,64.668,0.153,0.027,Asian,90.984,Male,Normal,0.4979891,0.8548937,-5.4357314,100,0,0,0,31.744,4.98,4.324,24.787,67.338,east_asian,6590
60356,1,1440,761,Microsoft,3,1,4320,46,60.351,99.641,0.498,1.515,0.007,0.007,92.042,0.007,5.924,White,0.006,Male,Normal,-4.641835,-3.054194,-1.1450573,99.984,0,0.013,0.003,20.027,17.588,0.664,3.839,17.736,muslim,6570
41579,1,1216,1371,SAMTEL AVIONICS LTD.,1,1,1216,43,65.701,6.054,5.79,7.45,1.42,28.022,13.001,42.323,1.994,White,64.886,Male,None,0.13393404,4.3235345,-13.180511,0.007,0,9.006,90.986,0.237,3.344,84.458,0.966,26.388,south_asian,6532
26129,5,365,2921,Gallaher Liggett Dukat,1,1,365,65,59.569,1.148,0.145,0.187,0.026,97.84,0.24,1.539,0.023,White,7.895,Male,None,1.9388798,-22.866766,22.204468,99.689,0.017,0.234,0.06,48.863,3.642,3.816,88.3,71.319,european,6507
40672,1,762,1064,Microsoft,1,1,762,38,76.384,0.245,0.021,0.021,0.021,73.019,26.814,0.074,0.03,White,92.376,Male,None,7.987206,-4.277093,1.0906249,100,0,0,0,6.352,4.34,11.028,37.873,58.072,celtic_english,6492
23661,1,335,791,Oracle,1,1,335,34,65.073,0.402,0.005,0.038,0.007,0.186,84.691,15.067,0.005,White,92.079,Male,None,6.8127418,-4.8493977,2.145808,99.847,0.001,0.006,0.146,3.102,11.539,12.042,6.234,12.572,south_asian,6486
1754,1,577,1371,African Bottling Operations PEPSI International,1,1,577,41,67.074,0.853,0.002,0.026,0.14,99.822,0.002,0.003,0.005,White,86.511,Male,None,11.327266,2.3436005,-4.6070147,3.236,0.001,96.75,0.013,0.464,4.145,32.729,2.42,12.909,muslim,6458
60307,1,2556,3896,MSP University,1,1,2556,56,30.697,0.366,0,0.001,0,99.999,0,0,0,White,59.684,Male,None,-6.0447216,2.9963682,14.1196375,0.001,0,99.999,0,17.162,5.489,0.598,9.044,93.527,celtic_english,6434
1039,1,396,700,IP France,1,1,396,43,79.878,0.155,0,0,0,100,0,0,0,White,88.129,Male,None,9.1991005,-5.3617506,4.858289,0.002,0,99.998,0,1.112,0.897,68.648,4.762,99.594,european,6433
49971,1,762,1492,Fujitsu Global,1,1,762,49,40.619,1.576,0.001,0.001,0.027,99.561,0.405,0.003,0.001,Asian,87.552,Male,Normal,2.7079358,-4.482015,7.0296206,100,0,0,0,0.434,3.666,10.734,3.103,40.784,east_asian,6431
3414,1,245,639,Apar Infotech,1,1,245,23,71.828,0.297,0.071,0.353,0.098,0.082,99.365,0.02,0.011,Asian,0.006,Female,Normal,2.9261525,-20.62444,30.48804,100,0,0,0,6.698,1.965,26.856,17.387,40.988,celtic_english,6424
58165,1,1157,1185,Oracle,1,1,1157,56,51.21,0.528,0.006,0.001,0.003,99.984,0,0.001,0.005,White,86.031,Male,None,8.454772,-7.734569,-6.4224563,0,0,100,0,1.198,3.113,3.362,24.638,99.479,celtic_english,6395
29849,1,213,944,ComputerLand,1,1,213,44,38.979,0.41,0,2.786,0,97.214,0,0,0,White,44.828,Male,None,3.1515722,-2.9919078,16.550203,0.011,0,99.989,0,1.29,8.285,12.664,29.849,73.036,muslim,6346
3084,1,123,973,Stonebic College,1,1,123,29,44.566,0.359,0.001,0.001,0,0.035,99.963,0,0.001,Black,89.653,Male,None,8.23982,4.1259856,4.0476103,100,0,0,0,7.909,6.227,1.265,15.344,22.722,african,6314
41031,1,122,670,Paris Region Economic Development Agency,1,1,122,42,81.036,6.012,0.17,14.288,0.07,85.273,0.035,0.065,0.099,White,53.611,Female,None,2.1239796,24.364859,-14.798677,0.001,0,99.94,0.059,1.664,4.841,68.103,6.502,98.486,celtic_english,6310
26111,2,487,822,University of Sydney,1,1,487,34,54.264,26.318,0.002,0.002,0.002,99.679,0.275,0.04,0.002,White,9.814,Female,None,1.5964994,2.921035,-19.55921,99.049,0,0.936,0.015,13.484,22.263,11.094,3.067,65.161,celtic_english,6298
7227,1,1065,1247,Microserve(micrsoft market development partner),1,1,1065,43,47.192,0.675,0.019,0.004,0.003,0.983,98.958,0.003,0.03,Black,90.799,Male,None,6.362532,-0.5322047,3.7325983,99.998,0,0.002,0,30.776,3.812,0.455,12.58,4.073,muslim,6293
13052,1,1249,1642,Crayola,1,1,1249,41,41.589,0.326,0.001,0.001,0.018,99.901,0.079,0.001,0.001,Asian,92.065,Male,Normal,9.693357,-2.5069442,-0.26880977,0.085,0,99.91,0.005,0.32,0.724,1.078,41.569,70.43,east_asian,6273
37417,1,432.2,1096,Microsoft,5,1,2161,24,61.795,0.354,0,0,0,0.021,99.969,0,0.009,Asian,93.924,Male,Normal,4.547435,-1.7292078,-0.3290768,100,0,0,0,6.643,2.676,2.699,6.877,27.604,celtic_english,6247
56640,3,3013,1062,Microsoft,1,1,3013,36,60.08,1.042,0,0.001,0.595,99.397,0,0.005,0.002,White,84.823,Female,None,8.923837,14.285654,-6.745222,0,0,99.948,0.052,38.914,7.522,4.633,12.429,69.788,greek,6242
29292,1,915,942,PeopleSearch (EA License: 16S8057),1,1,915,29,68.848,0.24,0.04,1.923,0.197,88.469,0.727,0.04,8.605,Asian,92.509,Male,Normal,7.283781,0.4197542,1.333748,94.946,0.13,4.922,0.002,3.776,4.984,11.285,35.044,46.436,european,6224
10267,1,1400,2344,Infocorp,1,1,1400,43,58.865,25.905,0.706,0.434,1.098,2.672,91.85,3.149,0.092,White,80.311,Male,None,-1.6792575,-3.0591435,0.5944655,99.999,0,0,0.001,73.26,81.231,1.745,83.857,13.139,hispanic,6204
53729,1,426,122,EF Educational Tours,1,1,426,46,47.123,4.846,0.001,0.029,0.001,4.092,95.876,0.001,0.001,White,80.98,Male,None,-4.478689,-3.0749052,8.8195095,99.997,0,0,0.003,0.985,8.869,8.805,1.772,65.739,celtic_english,6134
38488,1,1035,851,Sierra Systems,1,1,1035,71,48.515,0.982,0.284,0.004,0.16,99.531,0.013,0.004,0.004,White,85.225,Male,None,6.070585,6.455327,-7.5448546,0,0,0,100,0.272,3.972,60.211,1.022,90.373,celtic_english,6082
41101,2,245,1918,chemistri,1,1,245,35,61.083,0.123,0.019,0.019,0.072,97.143,0.207,0.388,2.153,White,36.572,Female,None,14.506591,-14.954252,15.74396,0,5.095,94.859,0.046,2.964,18.473,1.159,14.779,57.519,celtic_english,6081
42173,1,852,120,University of South Florida,1,1,852,46,63.263,0.939,0.174,41.719,0.002,58.093,0.006,0.002,0.002,White,91.238,Male,None,7.989732,6.054526,2.3494878,68.39,0.47,0.001,31.14,9.637,8.418,3.609,32.235,73.773,south_asian,6071
61951,1,700,700,Unilever,1,1,700,48,52.554,0.595,0,0.001,0,99.999,0,0,0,White,30.646,Female,None,11.937887,3.7222657,-17.209394,0,0,100,0,16.636,7.175,19.507,3.511,95.149,muslim,6050
35268,1,852,762,Exakis,1,1,852,38,67.148,4.737,0.169,0.001,0.009,99.82,0.001,0.001,0.001,White,85.163,Male,None,7.806271,-1.3404382,-5.995452,0,0,100,0,3.86,1.571,1.889,37.286,99.169,european,5998
43552,1,762,1095,iVideoDelivery,1,1,762,58,36.468,3.496,0.598,13.84,0.199,29.219,54.647,1.055,0.442,White,93.893,Male,Normal,-1.2303066,3.0019236,-0.2851032,99.999,0,0,0.001,3.801,45.271,0.782,40.878,28.672,celtic_english,5995
51187,1,1065,699,Concordia University,1,1,1065,48,75.815,0.361,0.001,0,0,99.997,0.001,0,0,White,31.196,Male,Normal,4.8065453,-3.3401835,18.14221,99.292,0,0.434,0.274,6.58,27.259,1.828,5.966,83.885,celtic_english,5986
27359,1,609,1612,Saudi Telecom Company,1,1,609,63,60.122,1.091,0.045,0.016,0.12,99.295,0.414,0.086,0.024,White,86.103,Male,None,8.453185,-0.90441865,6.2338805,98.723,0.024,1.184,0.069,4.775,3.57,1.512,12.742,72.408,celtic_english,5978
6754,1,700,1064,Sausage Software,1,1,700,59,65.508,0.103,0,0.001,0,76.845,23.153,0,0.001,White,88.995,Male,None,8.757307,-6.599799,4.4275317,81.131,0,0,18.869,0.423,3.254,2.326,6.639,48.586,celtic_english,5977
5476,1,214,337,LNMIIT,2,1,428,36,48.452,0.441,0,0.001,0,40.216,59.74,0,0.041,Black,92.836,Male,Normal,8.191823,-3.047379,0.07538053,99.831,0,0.169,0,91.075,2.62,1.743,71.937,29.279,south_asian,5972
45861,1,2983,761,Accenture,1,1,2983,50,35.769,0.624,0.021,0.007,0.007,99.136,0.753,0.065,0.011,White,44.658,Female,None,-2.2728658,-3.9436164,16.629059,99.929,0,0.015,0.056,0.812,7.107,11.32,6.421,13.851,hispanic,5940
3510,1,882.5,3652,Booz Allen Hamilton,2,1,1765,49,56.053,0.36,0.001,0.002,0,99.996,0,0,0,White,84.155,Female,None,3.325147,-0.19952048,8.822628,0.046,0,99.803,0.15,6.24,4.135,9.056,31.059,99.269,celtic_english,5933
18793,1,365,455,Abbey,1,1,365,41,50.056,1.068,0.025,0.011,0.011,47.557,52.111,0.011,0.275,White,9.166,Male,None,3.892455,-6.7605877,21.79178,99.999,0,0.001,0,20.113,40.038,0.485,79.831,10.147,celtic_english,5919
61272,1,1096,3227,Microsoft,1,1,1096,44,43.058,0.643,0,0.004,0,99.991,0.001,0.001,0.002,White,82.633,Male,None,-5.384456,-9.777256,8.913308,0,0,100,0,0.866,77.94,9.916,0.473,82.422,hispanic,5893
45485,1,730,610,L-Stern LLC,1,1,730,28,67.454,0.691,0.034,0.034,3.121,93.257,0.775,2.718,0.062,Asian,93.051,Male,None,5.6100564,-6.490527,-1.2190974,0,0,99.98,0.02,0.976,2.175,68.919,4.288,32.647,east_asian,5878
40526,1,1096,1004,Deloitte,1,1,1096,45,47.372,1.201,0,0,0.004,99.984,0,0.011,0,White,65.92,Male,None,3.4655044,-5.6662216,13.345444,0,0,100,0,91.127,75.672,3.202,99.974,97.688,celtic_english,5876
9899,2,31,730,Novare Technologies,1,1,31,27,66.515,0.381,0.826,2.046,3.594,91.509,0.536,1.294,0.195,White,82.498,Female,None,5.835053,3.1685884,8.907909,0.181,0,99.819,0,1.634,6.185,15.97,4.854,77.702,hispanic,5875
50709,1,1614,2068,NFL Balkans,1,1,1614,33,47.782,0.036,0.105,0.037,0.024,99.463,0.024,0.316,0.032,White,51.721,Male,Normal,8.257502,-3.1141324,14.982235,0.326,0,99.674,0.001,16.885,15.359,0.92,4.665,68.284,european,5850
46264,1,944,1308,Openwave Systems,1,1,944,33,45.27,3.315,0,0,0,99.998,0,0,0,Black,77.222,Male,None,4.4761696,-8.903031,10.341492,0.974,0,99.026,0,3.225,3.411,8.268,4.021,98.672,east_asian,5846
15955,2,2192,4993,Canadian Musical Reproduction Rights Agency Ltd. (CMRRA),1,1,2192,44,67.907,0.074,0.004,0.006,0,99.866,0.123,0,0,White,2.73,Male,Normal,12.81221,14.065508,-23.667507,98.284,0,0,1.716,5.047,6.482,4.506,41.934,57.949,european,5790
33328,1,1430,5691,Eastman Kodak Company,1,1,1430,37,33.543,0.033,0,0,0.002,99.998,0,0,0,Asian,93.283,Male,None,-0.12423089,2.2843783,-3.1142955,0,0,100,0,4.24,2.639,7.482,5.244,98.483,european,5776
40025,1,594,547,IBM,2,1,1188,50,74.459,0.781,0.024,1.953,0.024,2.506,0.566,0.024,94.902,White,15.686,Male,Normal,-0.8022595,-7.2804666,-20.63187,0.023,0,99.315,0.662,1.076,19.594,20.699,4.772,6.246,hispanic,5775
